id,file_name,title,alt_text,is_enabled,sort_order
cat-01,cat-01.jpg,しろねこ,窓辺に座る白い猫,true,1
cat-02,cat-02.jpg,ちゃとらねこ,日なたでくつろぐ茶トラ猫,true,2
